EMG1MAV,EMG2MAV,EMG3MAV,EMG4MAV,EMG5MAV,EMG6MAV,EMG7MAV,EMG8MAV,EMG1Slope,EMG2Slope,EMG3Slope,EMG4Slope,EMG5Slope,EMG6Slope,EMG7Slope,EMG8Slope,EMG1ZC,EMG2ZC,EMG3ZC,EMG4ZC,EMG5ZC,EMG6ZC,EMG7ZC,EMG8ZC,EMG1SSC,EMG2SSC,EMG3SSC,EMG4SSC,EMG5SSC,EMG6SSC,EMG7SSC,EMG8SSC,EMG1WFL,EMG2WFL,EMG3WFL,EMG4WFL,EMG5WFL,EMG6WFL,EMG7WFL,EMG8WFL,activeCube,activeCubeX,activeCubeY,trackerX,trackerY,trackerZ,GoalGesture
3.6,6.05,2.45,2.3,1.95,2.1,1.35,1.725,0.325,0.25,-0.15,-0.2,-0.175,0.175,-0.1,0.275,19,18,14,10,7,16,14,13,22,26,21,17,22,20,24,21,212,394,133,97,86,125,87,81,0.0,-0.383,0.617,0.189,0.663,0.032,1
3.925,6.3,2.3,2.1,1.775,2.275,1.25,2.0,-0.325,-1.05,0.15,-0.125,0.125,0.1,-0.075,-0.225,20,20,18,9,7,18,14,9,21,21,23,20,17,24,19,20,225,373,136,99,63,131,66,98,0.0,-0.383,0.617,0.189,0.663,0.032,1
3.6,5.25,2.45,1.975,1.9,2.375,1.175,1.775,-0.15,-0.275,0.3,0.45,0.55,0.175,0.0,-0.35,21,21,21,11,10,16,7,14,23,23,24,19,19,20,17,21,212,316,162,105,97,138,40,107,0.0,-0.383,0.617,0.188,0.663,0.033,1
3.45,4.975,2.75,2.425,2.45,2.55,1.175,1.425,0.075,-0.3,-0.175,0.0,-0.3,-0.35,0.1,0.275,25,22,20,14,9,17,8,16,25,25,22,18,19,23,22,23,203,307,171,130,128,161,55,81,0.0,-0.383,0.617,0.188,0.665,0.033,1
3.525,4.675,2.575,2.425,2.15,2.2,1.275,1.7,0.125,-0.55,-0.325,-0.425,-0.5,-0.375,0.05,0.25,24,20,18,11,8,15,9,14,24,26,25,16,15,23,20,25,218,302,155,115,103,137,69,103,0.0,-0.383,0.617,0.187,0.667,0.033,1
3.65,4.125,2.25,2.0,1.65,1.825,1.325,1.95,0.55,0.075,-0.175,-0.525,-0.1,0.3,0.1,0.25,23,15,18,10,10,13,9,13,27,23,28,15,17,23,20,25,251,271,151,82,81,103,78,125,0.0,-0.383,0.617,0.188,0.669,0.032,1
4.2,4.2,2.075,1.475,1.55,2.125,1.425,2.2,0.325,1.625,-0.05,0.375,0.175,0.175,0.225,0.15,21,13,16,14,8,17,8,14,26,21,29,19,16,27,17,20,297,248,145,74,78,137,76,130,0.0,-0.383,0.617,0.187,0.67,0.032,1
4.525,5.825,2.025,1.85,1.725,2.3,1.65,2.35,-0.175,-0.775,0.425,1.825,0.925,-0.325,0.05,0.025,17,19,13,16,11,19,13,13,24,21,24,21,19,24,20,22,275,342,136,96,93,144,87,146,0.0,-0.383,0.617,0.186,0.67,0.032,1
4.35,5.05,2.45,3.675,2.65,1.975,1.7,2.375,0.5,-0.95,0.025,-0.125,0.025,-0.4,0.775,-0.05,17,21,16,14,15,17,15,10,23,21,25,20,21,20,23,22,240,290,156,190,145,113,94,132,0.0,-0.383,0.617,0.186,0.67,0.03,1
4.85,4.1,2.475,3.55,2.675,1.575,2.475,2.325,-0.175,0.3,-0.525,-1.775,-1.025,-0.2,0.95,-0.325,17,16,17,9,10,11,13,17,21,21,28,23,15,18,27,21,277,221,153,173,124,85,147,140,0.0,-0.383,0.617,0.184,0.676,0.029,1
